physician_npi,name,specialty,sub_specialty,data_source
JONST,JONST,,,Syn
ERDOC,ERDOC,,,Syn
OSTBR,OSTBR,,,Syn
COOPM,COOPM,,,Syn
KIDLU,KIDLU,,,Syn
KAUKR,KAUKR,,,Syn
TUMPRA,TUMPRA,,,Syn
HANA,HANA,,,Syn
MASOED,MASOED,,,Syn
HOLSU,HOLSU,,,Syn
DACORUBEA,DACORUBEA,,,Syn
GOMELOPEM,GOMELOPEM,,,Syn
CRUSU,CRUSU,,,Syn
FERORV,FERORV,,,Syn
CLAREA,CLAREA,,,Syn
TAYHA,TAYHA,,,Syn
SKIKR,SKIKR,,,Syn
WELSH,WELSH,,,Syn
TAYLDA,TAYLDA,,,Syn
JS7191,JS7191,,,Syn
"Sams, James MD",James Sams MD,,,Syn
MELBASHA,MELBASHA,,,Syn
SPEWI@AUC,SPEWI@AUC,,,Syn
GUGCA@QMUC,GUGCA@QMUC,,,Syn
DINRO,DINRO,,,Syn
UNKNOWN,UNKNOWN,,,Syn
"Zafar, Abida MD",Abida Zafar MD,,,Syn
DELDA,DELDA,,,Syn
CHAPH,CHAPH,,,Syn
NGUYJ,NGUYJ,,,Syn
VOSHALLD,VOSHALLD,,,Syn
MEINCU,MEINCU,,,Syn
NIBBLA,NIBBLA,,,Syn
CASJO,CASJO,,,Syn
SINMO,SINMO,,,Syn
LOYJO,LOYJO,,,Syn
BATDO,BATDO,,,Syn
"NO PCP,PER PATIENT",PER PATIENT NO PCP,,,Syn
SELPO,SELPO,,,Syn
WADEA,WADEA,,,Syn
KUSCI,KUSCI,,,Syn
RICDAV,RICDAV,,,Syn
DHASH,DHASH,,,Syn
ER,ER,,,Syn
TSEAN,TSEAN,,,Syn
FLOMA,FLOMA,,,Syn
MASJO,MASJO,,,Syn
ROBAS,ROBAS,,,Syn
BODJE,BODJE,,,Syn
ZAURYA,ZAURYA,,,Syn
HALLJ,HALLJ,,,Syn
"Raymond,Michele DO",Michele Raymond DO,,,Syn
DEORVE,DEORVE,,,Syn
KALMDA,KALMDA,,,Syn
SALBR,SALBR,,,Syn
MAISA,MAISA,,,Syn
GASP.01,GASP.01,,,Syn
DWORKINJOE,DWORKINJOE,,,Syn
KRAEI@CFC,KRAEI@CFC,,,Syn
POTOJO,POTOJO,,,Syn
IXSP01,IXSP01,,,Syn
BXBP01,BXBP01,,,Syn
JABP01,JABP01,,,Syn
ALTVA,ALTVA,,,Syn
NEWBR,NEWBR,,,Syn
PECYJ,PECYJ,,,Syn
GONAB,GONAB,,,Syn
PORJE,PORJE,,,Syn
ZZZSCHC,ZZZSCHC,,,Syn
MARGRE,MARGRE,,,Syn
MINOAN,MINOAN,,,Syn
MCDLE,MCDLE,,,Syn
DELCM,DELCM,,,Syn
VHKBN,VHKBN,,,Syn
RITT,RITT,,,Syn
"Clark, Aaron K MD",Aaron K Clark MD,,,Syn
FRANK92629,FRANK92629,,,Syn
MARJA,MARJA,,,Syn
HINRMAR,HINRMAR,,,Syn
HALDSH,HALDSH,,,Syn
RD117,RD117,,,Syn
NAYSAMUELH,NAYSAMUELH,,,Syn
FLIBR,FLIBR,,,Syn
"KAISER,MD",KAISER,,,Syn
MENGK,MENGK,,,Syn
CJBP01,CJBP01,,,Syn
KINAS,KINAS,,,Syn
BAHEME,BAHEME,,,Syn
GUPAN,GUPAN,,,Syn
MENRO,MENRO,,,Syn
TENNEYJ,TENNEYJ,,,Syn
BORI,BORI,,,Syn
ASIFA,ASIFA,,,Syn
VELCA,VELCA,,,Syn
BRACHEL,BRACHEL,,,Syn
MEYTI,MEYTI,,,Syn
RUDIS,RUDIS,,,Syn
TALJG,TALJG,,,Syn
WILTA,WILTA,,,Syn
TICKDE,TICKDE,,,Syn
FIEWE,FIEWE,,,Syn
PATME,PATME,,,Syn
ERICKSONN,ERICKSONN,,,Syn
LAUJI@HP,LAUJI@HP,,,Syn
LEAFR,LEAFR,,,Syn
"Stromberg, Reid MD",Reid Stromberg MD,,,Syn
"Hartman,Eric J MD",Eric J Hartman MD,,,Syn
IFUON,IFUON,,,Syn
KIMC,KIMC,,,Syn
"PATEL,SAPNA",SAPNA PATEL,,,Syn
EMEJO@NCFM,EMEJO@NCFM,,,Syn
DADOTA,DADOTA,,,Syn
BIAGBR,BIAGBR,,,Syn
GREJO1,GREJO1,,,Syn
ARTEAGAL,ARTEAGAL,,,Syn
GJ108,GJ108,,,Syn
IRWIN,IRWIN,,,Syn
MEPEMEPHY,MEPEMEPHY,,,Syn
FAMUNK,FAMUNK,,,Syn
GOEPA,GOEPA,,,Syn
RODPO,RODPO,,,Syn
KLOSAN,KLOSAN,,,Syn
DEVKAR,DEVKAR,,,Syn
CASTJUANC,CASTJUANC,,,Syn
BALJS,BALJS,,,Syn
THOKE,THOKE,,,Syn
WOLC,WOLC,,,Syn
MCKE.01,MCKE.01,,,Syn
LAFENE,LAFENE,,,Syn
*UNDAROBEF,*UNDAROBEF,,,Syn
MONTEERIC,MONTEERIC,,,Syn
FARE,FARE,,,Syn
DEETH,DEETH,,,Syn
MCDDA,MCDDA,,,Syn
"Gundlapalli, Sivaji MD",Sivaji Gundlapalli MD,,,Syn
SWACO,SWACO,,,Syn
JONEBR,JONEBR,,,Syn
GIEM.01,GIEM.01,,,Syn
GAGMI,GAGMI,,,Syn
PINRA,PINRA,,,Syn
HUSRI,HUSRI,,,Syn
HOFJA,HOFJA,,,Syn
AHMTA,AHMTA,,,Syn
GILMCAR,GILMCAR,,,Syn
RIVJO,RIVJO,,,Syn
FINKE,FINKE,,,Syn
MEYSKY,MEYSKY,,,Syn
WARND,WARND,,,Syn
WIL0069,WIL0069,,,Syn
GOSLE,GOSLE,,,Syn
UNKPCP,UNKPCP,,,Syn
DAMGE,DAMGE,,,Syn
DSTONER,DSTONER,,,Syn
SCHJOHN,SCHJOHN,,,Syn
BUCCHR,BUCCHR,,,Syn
PHYSNO,PHYSNO,,,Syn
ZANMA,ZANMA,,,Syn
VMEKA,VMEKA,,,Syn
VOKEH,VOKEH,,,Syn
ZZZVACLI,ZZZVACLI,,,Syn
BOTRMA,BOTRMA,,,Syn
PROJE,PROJE,,,Syn
HUBPA,HUBPA,,,Syn
BARNM,BARNM,,,Syn
ZCONV,ZCONV,,,Syn
SR0022,SR0022,,,Syn
MONTVICTJ,MONTVICTJ,,,Syn
SMIGE,SMIGE,,,Syn
ZHASU,ZHASU,,,Syn
ALIJA,ALIJA,,,Syn
SUS0054,SUS0054,,,Syn
PIJOHN,PIJOHN,,,Syn
ASHAN,ASHAN,,,Syn
"Karadimas, Leonard DO",Leonard Karadimas DO,,,Syn
SPINA,SPINA,,,Syn
SHEVTMD,SHEVTMD,,,Syn
NELLE,NELLE,,,Syn
HAYJO,HAYJO,,,Syn
CAVCH,CAVCH,,,Syn
NASHCLAYTO,NASHCLAYTO,,,Syn
KUMDA,KUMDA,,,Syn
OL0028,OL0028,,,Syn
DO0191,DO0191,,,Syn
BARJU,BARJU,,,Syn
SOLJO,SOLJO,,,Syn
RAHMAD,RAHMAD,,,Syn
ALABADY,ALABADY,,,Syn
BUSAN,BUSAN,,,Syn
OHARBRI,OHARBRI,,,Syn
HESCH,HESCH,,,Syn
OUEVA,OUEVA,,,Syn
"David,S Ahn",S Ahn David,,,Syn
NIEMEYERS,NIEMEYERS,,,Syn
FN3066,FN3066,,,Syn
BANDAYM,BANDAYM,,,Syn
GORDCOUR,GORDCOUR,,,Syn
HOUTBR,HOUTBR,,,Syn
KILLMA,KILLMA,,,Syn
HOPKHI,HOPKHI,,,Syn
BERMRAFAR,BERMRAFAR,,,Syn
HEAMI,HEAMI,,,Syn
TURLA,TURLA,,,Syn
NIGTR,NIGTR,,,Syn
PHAHEN,PHAHEN,,,Syn
MALI,MALI,,,Syn
ZZZRANCHER,ZZZRANCHER,,,Syn
ANDSCOTT,ANDSCOTT,,,Syn
"SHARMA,AKHIL",AKHIL SHARMA,,,Syn
RUSTHO,RUSTHO,,,Syn
TIMSA@CAHA,TIMSA@CAHA,,,Syn
DROBINS,DROBINS,,,Syn
KOAP01,KOAP01,,,Syn
BUNBR,BUNBR,,,Syn
"DIRECT,WITH PCP",WITH PCP DIRECT,,,Syn
KRAMA,KRAMA,,,Syn
THAVE,THAVE,,,Syn
ROPERRICHA,ROPERRICHA,,,Syn
BLALO,BLALO,,,Syn
ANG0083,ANG0083,,,Syn
JAM0068,JAM0068,,,Syn
LEEJO,LEEJO,,,Syn
MENHO,MENHO,,,Syn
PICKBR,PICKBR,,,Syn
TURMI,TURMI,,,Syn
CHU,CHU,,,Syn
*CARDMARI,*CARDMARI,,,Syn
SALHU,SALHU,,,Syn
SIAB,SIAB,,,Syn
KELCO,KELCO,,,Syn
PAEZPEDROP,PAEZPEDROP,,,Syn
ZIESTE,ZIESTE,,,Syn
BRODSTU,BRODSTU,,,Syn
BOER,BOER,,,Syn
HALVJAM,HALVJAM,,,Syn
NYARTIM,NYARTIM,,,Syn
SHIMO,SHIMO,,,Syn
MAYMA,MAYMA,,,Syn
DITD,DITD,,,Syn
FRIELA,FRIELA,,,Syn
SELFRE,SELFRE,,,Syn
NATHJU,NATHJU,,,Syn
PIEBA,PIEBA,,,Syn
WILGRL,WILGRL,,,Syn
OETRH,OETRH,,,Syn
KINCH,KINCH,,,Syn
SATRA,SATRA,,,Syn
HADMA,HADMA,,,Syn
GARTI,GARTI,,,Syn
KUMAAS,KUMAAS,,,Syn
CHANHMD,CHANHMD,,,Syn
MURJI,MURJI,,,Syn
HUTMA,HUTMA,,,Syn
KDARSEY,KDARSEY,,,Syn
SANJE,SANJE,,,Syn
STARRGR,STARRGR,,,Syn
MADAS,MADAS,,,Syn
VELSO,VELSO,,,Syn
ALA0003,ALA0003,,,Syn
BAESE,BAESE,,,Syn
GARZJU,GARZJU,,,Syn
NON STAFF,NON STAFF,,,Syn
DANDA,DANDA,,,Syn
"Grace, Jessica MD",Jessica Grace MD,,,Syn
BAKKJOA,BAKKJOA,,,Syn
ROEMLAU,ROEMLAU,,,Syn
PERJO,PERJO,,,Syn
TATWE,TATWE,,,Syn
LEVDA,LEVDA,,,Syn
GIBGE,GIBGE,,,Syn
SALTH,SALTH,,,Syn
N.VALLEY N,N.VALLEY N,,,Syn
MP943,MP943,,,Syn
HOUSJ,HOUSJ,,,Syn
HAYAM,HAYAM,,,Syn
SCHIAMI,SCHIAMI,,,Syn
BURRY,BURRY,,,Syn
ROJAAL,ROJAAL,,,Syn
CAMMI,CAMMI,,,Syn
SENPA,SENPA,,,Syn
BRALA,BRALA,,,Syn
SOVSH,SOVSH,,,Syn
OBRIBARR,OBRIBARR,,,Syn
"GONZALEZ,JAIME",JAIME GONZALEZ,,,Syn
AYALNA,AYALNA,,,Syn
THOMNA,THOMNA,,,Syn
SGRER,SGRER,,,Syn
CAIMI,CAIMI,,,Syn
SHEWAY,SHEWAY,,,Syn
HENRJESS,HENRJESS,,,Syn
SONDJASO,SONDJASO,,,Syn
POWLA,POWLA,,,Syn
"Aleem, Salman MD",Salman Aleem MD,,,Syn
FAMCLI,FAMCLI,,,Syn
KANAAN,KANAAN,,,Syn
LYLBR,LYLBR,,,Syn
BLOSC,BLOSC,,,Syn
KIRLY@BRMC,KIRLY@BRMC,,,Syn
SILJO,SILJO,,,Syn
ENGLI,ENGLI,,,Syn
BADRAMD,BADRAMD,,,Syn
LADJ,LADJ,,,Syn
RAZIR,RAZIR,,,Syn
HOLOJ,HOLOJ,,,Syn
BEEHE,BEEHE,,,Syn
LOWMI,LOWMI,,,Syn
ERMAL,ERMAL,,,Syn
JAMIIMD,JAMIIMD,,,Syn
SMDP01,SMDP01,,,Syn
SAHMJE,SAHMJE,,,Syn
IMPCH,IMPCH,,,Syn
CONRA,CONRA,,,Syn
NORREDTROY,NORREDTROY,,,Syn
"Barnes, Annette MD",Annette Barnes MD,,,Syn
TIMCA,TIMCA,,,Syn
WEAVL,WEAVL,,,Syn
POUANTOC,POUANTOC,,,Syn
SCHLE,SCHLE,,,Syn
LAM,LAM,,,Syn
LAPJU,LAPJU,,,Syn
JANRA,JANRA,,,Syn
HANRA,HANRA,,,Syn
PERE.01,PERE.01,,,Syn
ROSGA,ROSGA,,,Syn
JENLA,JENLA,,,Syn
CTRSPR,CTRSPR,,,Syn
KUYEMO,KUYEMO,,,Syn
RODRJO1,RODRJO1,,,Syn
BOLLIER,BOLLIER,,,Syn
GEHACH,GEHACH,,,Syn
BLAJO,BLAJO,,,Syn
RYAME,RYAME,,,Syn
BERFJ,BERFJ,,,Syn
LAWRAN,LAWRAN,,,Syn
"Hajjar, Riad MD",Riad Hajjar MD,,,Syn
"Monroy, Phillip G  DDS",Phillip G  DDS Monroy,,,Syn
HERRA,HERRA,,,Syn
HEDKA,HEDKA,,,Syn
BARR,BARR,,,Syn
MORJEN,MORJEN,,,Syn
MAIAM,MAIAM,,,Syn
ZWEIMARIAE,ZWEIMARIAE,,,Syn
DEYS,DEYS,,,Syn
AROL,AROL,,,Syn
SULNA,SULNA,,,Syn
ANNT,ANNT,,,Syn
HAJJ,HAJJ,,,Syn
PURMA,PURMA,,,Syn
TOLMDUS,TOLMDUS,,,Syn
LIEULYNN,LIEULYNN,,,Syn
BUZAA,BUZAA,,,Syn
DOSDA,DOSDA,,,Syn
ZAVE.01,ZAVE.01,,,Syn
RHOHE,RHOHE,,,Syn
CHRJE,CHRJE,,,Syn
DAUJU,DAUJU,,,Syn
LEWIMI,LEWIMI,,,Syn
HASSFARREL,HASSFARREL,,,Syn
DA0757,DA0757,,,Syn
ROYSW,ROYSW,,,Syn
IS838,IS838,,,Syn
BILORI,BILORI,,,Syn
RANSU,RANSU,,,Syn
HUFFMANJAM,HUFFMANJAM,,,Syn
PAGECO,PAGECO,,,Syn
RIVECEDR,RIVECEDR,,,Syn
PHY.FELBR,PHY.FELBR,,,Syn
SCHED,SCHED,,,Syn
BOTHTI,BOTHTI,,,Syn
PS110,PS110,,,Syn
"MONTES,ALEJANDRO",ALEJANDRO MONTES,,,Syn
KREDAN,KREDAN,,,Syn
"EMOTO,CHERYL",CHERYL EMOTO,,,Syn
BASS.22,BASS.22,,,Syn
SALIRO,SALIRO,,,Syn
RUDBE@GME,RUDBE@GME,,,Syn
MON0057,MON0057,,,Syn
WATST,WATST,,,Syn
DAV0080,DAV0080,,,Syn
EUN0002,EUN0002,,,Syn
BERTRA,BERTRA,,,Syn
DONNAWELL,DONNAWELL,,,Syn
WASP01,WASP01,,,Syn
BAKENO,BAKENO,,,Syn
FOSM,FOSM,,,Syn
RP93331,RP93331,,,Syn
MCCDO,MCCDO,,,Syn
QIAYI,QIAYI,,,Syn
GOESC,GOESC,,,Syn
ARBAN,ARBAN,,,Syn
GARCCH,GARCCH,,,Syn
KANSAU,KANSAU,,,Syn
CRISPE,CRISPE,,,Syn
.SWEIJ,.SWEIJ,,,Syn
WORSJ,WORSJ,,,Syn
HOFMI,HOFMI,,,Syn
PHY.FRIKI,PHY.FRIKI,,,Syn
BERTE,BERTE,,,Syn
REIWIA,REIWIA,,,Syn
DAVAPAU,DAVAPAU,,,Syn
HARKE,HARKE,,,Syn
CHIAN,CHIAN,,,Syn
JERJO@WUC,JERJO@WUC,,,Syn
MORPA,MORPA,,,Syn
MCCEA,MCCEA,,,Syn
TAWCH,TAWCH,,,Syn
SXAP01,SXAP01,,,Syn
YINLU,YINLU,,,Syn
CHAKE,CHAKE,,,Syn
RAYDAM,RAYDAM,,,Syn
CARMA,CARMA,,,Syn
MILKW,MILKW,,,Syn
LISTONM,LISTONM,,,Syn
"AZAR,NASER",NASER AZAR,,,Syn
RAMCH,RAMCH,,,Syn
PAULR,PAULR,,,Syn
AXOP06,AXOP06,,,Syn
BBAKER1,BBAKER1,,,Syn
KYLDI,KYLDI,,,Syn
LEIPKEL,LEIPKEL,,,Syn
GATKA,GATKA,,,Syn
GILLJ,GILLJ,,,Syn
"Vegesna, Viswanadh MD",Viswanadh Vegesna MD,,,Syn
"KIM,ALBERT",ALBERT KIM,,,Syn
SACARO,SACARO,,,Syn
CHAAR,CHAAR,,,Syn
KOLDE,KOLDE,,,Syn
SINPU,SINPU,,,Syn
HULSEYMATT,HULSEYMATT,,,Syn
SPOMI,SPOMI,,,Syn
HYMP01,HYMP01,,,Syn
HERNMA,HERNMA,,,Syn
HARAN,HARAN,,,Syn
ALOWA,ALOWA,,,Syn
BROROBE,BROROBE,,,Syn
JOHNPAUL,JOHNPAUL,,,Syn
MCKDA,MCKDA,,,Syn
SHAMA,SHAMA,,,Syn
VHARRIS,VHARRIS,,,Syn
RAMIJOSEC,RAMIJOSEC,,,Syn
ROBJE@NCFH,ROBJE@NCFH,,,Syn
GOWD,GOWD,,,Syn
DODAWA,DODAWA,,,Syn
DUFFMOR,DUFFMOR,,,Syn
YALEVA,YALEVA,,,Syn
ZEBS,ZEBS,,,Syn
RILEYS,RILEYS,,,Syn
PATTI,PATTI,,,Syn
MAZZFR,MAZZFR,,,Syn
MAJAN,MAJAN,,,Syn
WATTVA,WATTVA,,,Syn
BAFUDE,BAFUDE,,,Syn
BRINS,BRINS,,,Syn
HB5317,HB5317,,,Syn
"Potru, Sudheer DO",Sudheer Potru DO,,,Syn
"Al-Nouri, Mohammad MD",Mohammad Al-Nouri MD,,,Syn
"Ghanem, John MD",John Ghanem MD,,,Syn
"URBINA,MARVIN E",MARVIN E URBINA,,,Syn
TUD0001,TUD0001,,,Syn
LYLESFRED,LYLESFRED,,,Syn
RAYANG,RAYANG,,,Syn
KAPPI,KAPPI,,,Syn
BOLARA,BOLARA,,,Syn
RO0745,RO0745,,,Syn
CESAN,CESAN,,,Syn
JEDLZB,JEDLZB,,,Syn
PRODE,PRODE,,,Syn
.OWENJ,.OWENJ,,,Syn
CHRISTP,CHRISTP,,,Syn
CHASE,CHASE,,,Syn
WHIJE,WHIJE,,,Syn
DEVVI,DEVVI,,,Syn
MI0831,MI0831,,,Syn
MADAN,MADAN,,,Syn
ZAJJE@WTW,ZAJJE@WTW,,,Syn
HARKAR,HARKAR,,,Syn
WTHGY,WTHGY,,,Syn
NXRP04,NXRP04,,,Syn
CXCP04,CXCP04,,,Syn
SA0555,SA0555,,,Syn
MOKNO,MOKNO,,,Syn
MACJO,MACJO,,,Syn
"Lucio-Reincke, Laura MD",Laura Lucio-Reincke MD,,,Syn
YE428,YE428,,,Syn
"Jarad,John MD",John Jarad MD,,,Syn
ROOF.01,ROOF.01,,,Syn
SEBWA,SEBWA,,,Syn
HANCO,HANCO,,,Syn
COUCHONNL,COUCHONNL,,,Syn
NEWMSI,NEWMSI,,,Syn
MOH0051,MOH0051,,,Syn
PROPSC,PROPSC,,,Syn
LOPEVICE,LOPEVICE,,,Syn
DUPRALEX,DUPRALEX,,,Syn
JOS0068,JOS0068,,,Syn
LETMI@MM,LETMI@MM,,,Syn
HAEJ,HAEJ,,,Syn
RANL,RANL,,,Syn
HUSMU,HUSMU,,,Syn
BARDAR,BARDAR,,,Syn
MITMA,MITMA,,,Syn
LISBE,LISBE,,,Syn
"Lensmeyer, Jon MD",Jon Lensmeyer MD,,,Syn
JC273,JC273,,,Syn
BABSU,BABSU,,,Syn
HASCO,HASCO,,,Syn
MRYA,MRYA,,,Syn
"BISWAS,NANDA",NANDA BISWAS,,,Syn
PEVWI,PEVWI,,,Syn
"ULRICH, CHARLES",CHARLES ULRICH,,,Syn
HENSN,HENSN,,,Syn
INGTR,INGTR,,,Syn
LIPLA@JOS,LIPLA@JOS,,,Syn
DODSCH,DODSCH,,,Syn
MADMI,MADMI,,,Syn
PETEDA,PETEDA,,,Syn
HANBR,HANBR,,,Syn
BASDE,BASDE,,,Syn
KI0266,KI0266,,,Syn
ROERI,ROERI,,,Syn
ZURCHERJ,ZURCHERJ,,,Syn
MCCLA,MCCLA,,,Syn
HOFHE,HOFHE,,,Syn
ALLELAIA,ALLELAIA,,,Syn
RUNMEG,RUNMEG,,,Syn
CAPPAN,CAPPAN,,,Syn
FISHE,FISHE,,,Syn
MALIM,MALIM,,,Syn
HOYDE,HOYDE,,,Syn
LEETH,LEETH,,,Syn
BUCFE,BUCFE,,,Syn
HUFHA,HUFHA,,,Syn
MARCH,MARCH,,,Syn
BOWENTIMOT,BOWENTIMOT,,,Syn
SZAEM,SZAEM,,,Syn
JENZBON,JENZBON,,,Syn
FINCHRICHA,FINCHRICHA,,,Syn
BJ156,BJ156,,,Syn
BUTLDE,BUTLDE,,,Syn
JACOJU,JACOJU,,,Syn
SPERGRE,SPERGRE,,,Syn
WROBROB,WROBROB,,,Syn
LUUNG,LUUNG,,,Syn
BRI0057,BRI0057,,,Syn
MARLO,MARLO,,,Syn
ROZMA,ROZMA,,,Syn
GARCST,GARCST,,,Syn
DELUCARUSS,DELUCARUSS,,,Syn
GLIDKI,GLIDKI,,,Syn
MERANG,MERANG,,,Syn
DOUD,DOUD,,,Syn
JENXAV,JENXAV,,,Syn
STRGR,STRGR,,,Syn
SANIJ,SANIJ,,,Syn
DELAH,DELAH,,,Syn
HE0253,HE0253,,,Syn
"Gilliland, M P MD",M P Gilliland MD,,,Syn
SYEDSA,SYEDSA,,,Syn
BUEST,BUEST,,,Syn
JACJA,JACJA,,,Syn
CRECDAVI,CRECDAVI,,,Syn
JUDYELIZ,JUDYELIZ,,,Syn
DAUAL,DAUAL,,,Syn
WALK,WALK,,,Syn
PIPA,PIPA,,,Syn
MCCLJ,MCCLJ,,,Syn
WITER,WITER,,,Syn
"Balok, Edward M. MD",Edward M. Balok MD,,,Syn
"Bruer,Paul MD",Paul Bruer MD,,,Syn
"Colombo, John D MD",John D Colombo MD,,,Syn
"Nasr, Bassam MD",Bassam Nasr MD,,,Syn
"Stefadu, Yevgeniy MD",Yevgeniy Stefadu MD,,,Syn
"Artinian,Vasken MD",Vasken Artinian MD,,,Syn
SHAIKHG,SHAIKHG,,,Syn
MCGTE,MCGTE,,,Syn
PUTTMOH,PUTTMOH,,,Syn
"KAISER,DR",DR KAISER,,,Syn
AGGKA,AGGKA,,,Syn
SEWST,SEWST,,,Syn
WHITRO,WHITRO,,,Syn
OKSAAMY,OKSAAMY,,,Syn
ROBINEV,ROBINEV,,,Syn
KATD,KATD,,,Syn
KNOR,KNOR,,,Syn
RENLIS,RENLIS,,,Syn
CAWJA,CAWJA,,,Syn
NCIM,NCIM,,,Syn
RESCAN,RESCAN,,,Syn
LEGAKA,LEGAKA,,,Syn
PC329,PC329,,,Syn
FISCL,FISCL,,,Syn
ANDTI,ANDTI,,,Syn
ARCNA,ARCNA,,,Syn
"LOPEZ,ELENA",ELENA LOPEZ,,,Syn
SHEDN,SHEDN,,,Syn
AUD0006,AUD0006,,,Syn
CHACL,CHACL,,,Syn
SJAZAREV,SJAZAREV,,,Syn
SOOOM,SOOOM,,,Syn
MARAD,MARAD,,,Syn
JB92834,JB92834,,,Syn
OVFP01,OVFP01,,,Syn
OCMG,OCMG,,,Syn
LHAM.01,LHAM.01,,,Syn
GER0059,GER0059,,,Syn
BURTA,BURTA,,,Syn
HORJ,HORJ,,,Syn
"Mullally, John MD",John Mullally MD,,,Syn
"Coury,Thomas MD",Thomas Coury MD,,,Syn
LUTJO,LUTJO,,,Syn
AGRROH,AGRROH,,,Syn
MUTURO,MUTURO,,,Syn
MANBR,MANBR,,,Syn
"NO,PCP",PCP NO,,,Syn
KHAMUH,KHAMUH,,,Syn
BRUJOS,BRUJOS,,,Syn
TAAP02,TAAP02,,,Syn
LINCH,LINCH,,,Syn
FELKI,FELKI,,,Syn
SPECO,SPECO,,,Syn
MIYAWI,MIYAWI,,,Syn
CARL.11,CARL.11,,,Syn
RADSA,RADSA,,,Syn
BATPET,BATPET,,,Syn
DIAMJO,DIAMJO,,,Syn
FONAN,FONAN,,,Syn
SIGG.01,SIGG.01,,,Syn
KOCMA,KOCMA,,,Syn
XIECHU,XIECHU,,,Syn
PEGHDO,PEGHDO,,,Syn
FISH.01,FISH.01,,,Syn
DONNI,DONNI,,,Syn
SM828,SM828,,,Syn
MOOAMA,MOOAMA,,,Syn
KOPLA,KOPLA,,,Syn
"Fajardo, Gudalia A FNP-BC",Gudalia A Fajardo,,,Syn
PRIS,PRIS,,,Syn
BART.01,BART.01,,,Syn
LUNDCR,LUNDCR,,,Syn
AHMSA,AHMSA,,,Syn
HEIJO,HEIJO,,,Syn
RIC0068,RIC0068,,,Syn
ZOHDA,ZOHDA,,,Syn
PHILLIPSB,PHILLIPSB,,,Syn
JOHKA,JOHKA,,,Syn
JRENUSCH,JRENUSCH,,,Syn
FATIJA,FATIJA,,,Syn
SIRIKRI,SIRIKRI,,,Syn
PCPUNK,PCPUNK,,,Syn
HURJ,HURJ,,,Syn
ROSHA,ROSHA,,,Syn
ATT,ATT,,,Syn
MULLINSMIC,MULLINSMIC,,,Syn
GSIDHU,GSIDHU,,,Syn
LEHJ,LEHJ,,,Syn
DERCH,DERCH,,,Syn
RAOAN,RAOAN,,,Syn
MCCTI,MCCTI,,,Syn
KAT0192,KAT0192,,,Syn
SLAYDAVID,SLAYDAVID,,,Syn
POLMI,POLMI,,,Syn
*MIESPRIS,*MIESPRIS,,,Syn
SMIDA,SMIDA,,,Syn
SHARS,SHARS,,,Syn
WARMO,WARMO,,,Syn
MARTAR1,MARTAR1,,,Syn
TAMJE,TAMJE,,,Syn
BROPE,BROPE,,,Syn
PCPND,PCPND,,,Syn
DODWA,DODWA,,,Syn
DOOB,DOOB,,,Syn
CMDP01,CMDP01,,,Syn
NGUYKH,NGUYKH,,,Syn
DADFSH,DADFSH,,,Syn
HOOJA,HOOJA,,,Syn
MARJO,MARJO,,,Syn
"Betrus, Glenn MD",Glenn Betrus MD,,,Syn
BIXLERD,BIXLERD,,,Syn
MANCUSO,MANCUSO,,,Syn
ROSST,ROSST,,,Syn
SHAUM,SHAUM,,,Syn
RODMI,RODMI,,,Syn
ROSAR,ROSAR,,,Syn
FISKE@WAT,FISKE@WAT,,,Syn
MOSRI,MOSRI,,,Syn
ZACCCARLM,ZACCCARLM,,,Syn
AHNEL,AHNEL,,,Syn
PNOT,PNOT,,,Syn
YUENM,YUENM,,,Syn
LENAPA,LENAPA,,,Syn
BUR,BUR,,,Syn
SYAAS,SYAAS,,,Syn
VELEAMAU,VELEAMAU,,,Syn
DATT,DATT,,,Syn
SABLU,SABLU,,,Syn
ED92431,ED92431,,,Syn
CHEME,CHEME,,,Syn
WELTIT,WELTIT,,,Syn
FIGUYOLA,FIGUYOLA,,,Syn
ONWOZO,ONWOZO,,,Syn
FALLP,FALLP,,,Syn
LEFLERMARK,LEFLERMARK,,,Syn
LOYRY,LOYRY,,,Syn
BURKR,BURKR,,,Syn
BAKMIC,BAKMIC,,,Syn
OMBAN,OMBAN,,,Syn
GARCMIOS,GARCMIOS,,,Syn
*SOTOELIS,*SOTOELIS,,,Syn
AL0342,AL0342,,,Syn
KOTTSH,KOTTSH,,,Syn
DOWNENBRIA,DOWNENBRIA,,,Syn
BOYELA,BOYELA,,,Syn
NASYO,NASYO,,,Syn
KHARI,KHARI,,,Syn
SM142,SM142,,,Syn
BLACH@CFC,BLACH@CFC,,,Syn
KIDFA,KIDFA,,,Syn
SMISC,SMISC,,,Syn
..NOT,..NOT,,,Syn
MXHP05,MXHP05,,,Syn
ELLJO,ELLJO,,,Syn
CHOTH,CHOTH,,,Syn
TARIM,TARIM,,,Syn
BRIDG93331,BRIDG93331,,,Syn
PLAK,PLAK,,,Syn
AMBCH,AMBCH,,,Syn
ARTDO,ARTDO,,,Syn
ROBBE,ROBBE,,,Syn
SXSP03,SXSP03,,,Syn
OFKA,OFKA,,,Syn
PETEM,PETEM,,,Syn
"Canto, Cheryl MD",Cheryl Canto MD,,,Syn
REDDSUS,REDDSUS,,,Syn
HUMPHREYSK,HUMPHREYSK,,,Syn
